Reg,Regulator,TargetGene,Weight,Module
YPR182W_YOL039W,YPR182W,YOL039W,0.0105403114178809,1
snR77_YBR252W,snR77,YBR252W,0.0106984915985004,1
snR77_YLR062C,snR77,YLR062C,0.0110132278629528,1
snR77_YGR063C,snR77,YGR063C,0.0125315681119823,1
snR77_YLR402W,snR77,YLR402W,0.0407035641478918,1
snR77_YDL061C,snR77,YDL061C,0.0389705899376183,1
snR77_YML129C,snR77,YML129C,0.0457613336028126,1
snR77_YDR276C,snR77,YDR276C,0.0357086596937868,1
snR77_YPL136W,snR77,YPL136W,0.0133884308430004,1
snR77_YDR193W,snR77,YDR193W,0.010300738222603,1
snR77_YGL030W,snR77,YGL030W,0.010696713594708,1
snR77_YOR146W,snR77,YOR146W,0.0110547115431669,1
snR77_YNL086W,snR77,YNL086W,0.0121772046596254,1
snR77_snR13,snR77,snR13,0.017520194962844,1
snR77_YLR185W,snR77,YLR185W,0.0176588489588711,1
snR77_snR85,snR77,snR85,0.0227753055905377,1
snR77_YIL052C,snR77,YIL052C,0.0114993494423659,1
snR77_YGR105W,snR77,YGR105W,0.0148973835299808,1
snR77_YOR167C,snR77,YOR167C,0.0176689094478128,1
snR77_YJR085C,snR77,YJR085C,0.012694900008271,1
snR77_YDR500C,snR77,YDR500C,0.010188441730073,1
YDL232W_snR64,YDL232W,snR64,0.0606839464006097,1
YDL232W_snR24,YDL232W,snR24,0.044280561624167,1
snR18_snR39,snR18,snR39,0.184635135738049,1
YLR402W_snR77,YLR402W,snR77,0.0381228855990584,1
YLR402W_YPL136W,YLR402W,YPL136W,0.0100115750818757,1
YLR402W_YLR388W,YLR402W,YLR388W,0.0118256518796734,1
YLR402W_snR85,YLR402W,snR85,0.0183000059818553,1
YLR402W_YGR105W,YLR402W,YGR105W,0.0112639111630399,1
snR76_snR54,snR76,snR54,0.014116846525044,1
snR76_snR74,snR76,snR74,0.0314774329858052,1
snR87_YNL145W,snR87,YNL145W,0.0117510938579385,1
snR87_snR38,snR87,snR38,0.0176524617151412,1
YML129C_YLR062C,YML129C,YLR062C,0.0106744221093087,1
YML129C_YLR185W,YML129C,YLR185W,0.0164518152162321,1
YML129C_snR65,YML129C,snR65,0.0276266626453767,1
YML129C_YIL052C,YML129C,YIL052C,0.0104124582225929,1
YDR276C_YLR402W,YDR276C,YLR402W,0.0246125312937861,1
YDR276C_snR13,YDR276C,snR13,0.0107572524241399,1
YDR276C_YOR167C,YDR276C,YOR167C,0.0109350225388578,1
snR64_YDL232W,snR64,YDL232W,0.0619074992803541,1
snR128_YJL205C,snR128,YJL205C,0.0176204822399627,1
snR58_snR64,snR58,snR64,0.0195550478045941,1
snR40_snR87,snR40,snR87,0.0506167064594675,1
snR40_YOR302W,snR40,YOR302W,0.0410070571826435,1
snR40_YDL067C,snR40,YDL067C,0.0256308044564759,1
snR67_snR38,snR67,snR38,0.020515613149378,1
snR67_snR55,snR67,snR55,0.0578311763257477,1
